1000
208 434 15 2 Stockholm
101 525 11 5 Stessa
16 235 10 16 Stroeder
27 628 6 10 Stuttgart
533 171 1 14 Sudbury
640 655 2 17 Sudr
658 362 3 17 Suez
42 416 19 12 Terracina
646 808 15 9 Tequila
604 54 17 9 Tenatena
711 950 1 17 Tenggarong
627 414 16 2 Teno
755 850 10 13 Texhoma
141 40 10 2 Thal
228 2 4 9 Thaton
821 797 18 14 Thira
102 763 14 9 Thirsk
29 115 15 1 Udgir
983 417 8 9 Umatilla
983 861 13 18 Umba
336 851 14 12 Una
47 835 16 11 Unalaska
844 872 1 16 Unayzah
156 892 4 13 Uneisa
889 132 15 7 Vitora
351 688 15 2 Wakema
153 694 14 5 Waiuku
452 50 13 8 Wakre
353 210 9 8 Wallaroo
848 970 17 16 Xenia
95 735 14 10 Xichang
419 234 12 16 Xining
852 154 5 12 Xinfeng
573 658 2 12 Yahualica
75 248 5 19 Yakima
421 966 8 16 Yale
418 370 14 1 Yalinga
63 284 7 1 Yala
97 761 17 10 Yarenga
12 260 12 4 Yarmouth
367 477 18 13 Yass
732 814 18 1 Ye
132 953 14 11 Yelwa
310 502 6 17 Yendi
672 181 16 10 Zuru
245 519 14 2 Zyyi
499 526 4 16 Zhijin
371 318 10 8 Zholobin
340 153 13 5 Zhugqu
895 854 19 13 Zibo
238 86 1 3 Zapata
568 456 10 1 Yvetot
786 899 7 5 York
976 327 4 10 Yorketown
483 13 15 12 Yuanping
961 658 6 14 Young
210 639 16 5 Zakho
160 381 19 5 Aachen
840 335 6 1 Aarau
676 534 18 12 Aba
966 184 5 11 Abaji
870 263 17 8 Abbotsford
759 609 19 5 Abera
278 439 17 3 Aberdeen
946 803 16 12 Abhar
656 904 4 6 Ablis
914 789 1 13 Aborian
147 346 6 3 Abwong
946 105 13 2 Abyei
572 791 8 14 Acandi
571 109 5 5 Achinsk
851 725 15 6 Ackley
49 913 11 11 Adam
546 841 1 19 Adana
970 948 1 11 Aduat
524 410 4 5 Adelanto
993 137 1 11 Adjud
759 279 9 15 Adin
693 714 14 5 Adiyaman
239 485 9 9 Adoni
550 649 1 7 Adour
20 511 5 1 Adria
47 714 5 8 Aflou
384 150 16 19 Agadez
903 160 2 18 Agordo
138 2 7 16 Aguanava
431 31 8 1 Ageuda
33 598 2 10 Ahualuco
14 94 14 10 Aikawa
302 145 14 1 Aioi
716 399 1 4 Aishnik
330 894 6 1 Aitape
7 462 16 2 Aizeb
450 141 6 12 Ajman
620 75 15 13 Ajtos
855 846 14 1 Akashi
535 738 3 13 Akasha
647 875 17 1 Akhisar
80 718 1 19 Aki
2 880 9 18 Aksu
163 734 11 9 Alabama
463 785 2 11 Alagir
629 263 12 3 Alagna
357 917 18 5 Alajuela
738 476 7 12 Alagoas
341 744 2 17 Alamo
772 795 1 16 Alassio
68 249 18 11 Alba
764 77 17 5 Al
979 928 12 17 Badi
357 423 18 17 Albany
223 408 5 2 Albenga
780 612 10 4 Alcaraz
700 697 10 17 Alcoy
956 159 5 4 Aley
227 50 2 16 Alfonsine
732 996 11 1 Alice
831 468 3 4 Alicudi
235 787 1 3 Aleutian
171 821 2 3 Alexandria
350 855 2 14 Aley
74 589 18 4 Alfensas
330 744 3 13 Alisal
211 238 4 1 Allanmyo
521 403 16 10 Aleysk
884 214 2 1 Amuntai
224 993 8 13 Ancram
945 563 11 11 Ancud
667 319 19 4 Anda
842 179 19 12 Andover
119 894 8 15 Andria
783 675 4 3 Anguil
116 617 1 10 Anhua
32 877 9 9 Aniak
816 85 1 3 Anhumas
325 948 8 4 Anicuns
482 525 1 5 Anita
415 132 2 10 Ankazobe
84 354 1 8 Ankara
736 126 17 1 Anklam
34 360 18 1 Anlu
202 76 2 2 Annaba
37 514 1 10 Anshan
120 197 6 12 Anning
76 401 16 6 Ansted
234 21 13 18 Ansongo
513 280 5 11 Ansted
895 267 14 17 Antibes
321 765 9 4 Anvik
352 337 11 9 Anxi
442 139 15 16 Anzac
170 437 14 19 Apan
264 282 15 4 Aparri
774 324 9 10 Apoera
227 231 15 7 Apozol
116 677 1 14 Apt
557 368 18 6 Araguari
470 90 5 11 Aramberri
117 222 1 5 Arapahoe
347 700 17 2 Aruaco
389 905 17 15 Arawa
538 425 8 15 Aruea
580 175 6 2 Arak
287 841 1 5 Balkh
852 112 15 17 Baima
578 674 7 1 Baja
680 432 14 5 Baker
554 926 13 9 Bajo
327 419 5 1 Bako
64 616 1 13 Bakharden
453 484 1 5 Bakhardok
327 153 9 16 Bakungan
848 346 18 8 Balaklava
725 333 17 5 Balashov
281 846 3 5 Balasore
725 960 19 4 Baler
485 376 10 3 Ballantrae
917 92 12 16 Balsas
263 937 8 9 Balmoral
184 910 1 6 Banchory
716 827 9 16 Banamba
996 216 8 6 Bam
599 947 18 1 Bairnsdale
827 555 6 3 Bamako
802 733 5 11 Balmorhea
697 958 7 13 Balotra
956 719 1 7 Banalia
842 318 6 8 Banbury
161 715 14 19 Bandua
505 380 12 15 Bandera
847 621 15 9 Banderantes
856 367 1 16 Bandol
747 857 11 15 Bangkok
33 223 2 3 Bandung
7 422 18 1 Bankura
311 488 6 7 Bantaeng
419 580 9 18 Bapaume
396 788 14 1 Barabai
767 165 16 8 Birmingham
839 961 4 3 Bilecik
320 518 14 7 Bingham
585 803 12 1 Binhai
427 44 7 8 Binongko
636 437 3 3 Bird
254 395 10 18 Birjand
846 308 16 1 Birzai
634 279 10 2 Birtle
837 808 15 2 Bishop
54 894 6 4 Bitlis
47 520 6 8 Bismarck
755 989 16 16 Blagoevgrad
892 88 13 8 Blakely
965 541 4 8 Blair
62 716 14 8 Blayney
253 70 10 18 Blaye
940 284 7 1 Blinman
12 569 5 5 Blida
141 102 9 8 Blenheim
62 67 3 12 Baratta
185 272 6 6 Barcelona
381 804 1 18 Barentu
285 692 2 10 Bari
961 51 15 3 Barkham
269 673 9 18 Bajols
788 533 14 14 Barletta
622 183 1 12 Barnegat
950 494 9 7 Barnhart
652 725 10 15 Barnsley
861 379 14 3 Barraba
783 826 8 4 Barranquilla
625 143 10 12 Barstow
979 162 7 13 Basin
509 181 1 15 Bassano
276 305 18 6 Basti
552 894 2 15 Bastia
462 88 7 7 Batakan
298 864 8 19 Batatais
860 610 17 3 Batavia
645 671 6 1 Batesburg
252 849 1 11 Bath
830 317 19 18 Baus
920 914 13 7 Baybay
535 295 14 14 Bayburt
815 911 16 7 Bawlen
114 266 8 8 Bawlake
846 445 7 12 Bauchi
951 367 17 5 Baudette
305 734 4 13 Bayan
941 149 10 15 Obo
403 363 13 9 Bayfield
93 134 6 2 Bayombang
942 648 11 12 Baymak
262 995 8 13 Baza
107 637 14 9 Bazas
5 370 6 9 Bazhong
384 726 12 14 Bly
560 292 19 1 Blythville
603 913 1 16 Bobai
953 250 1 5 Bocaranga
106 661 1 13 Bochnia
228 870 5 1 Boden
38 398 9 6 Bodmin
800 224 1 18 Bogale
769 639 11 2 Bogenfels
939 768 17 15 Bogotol
433 729 16 6 Bogra
376 893 8 7 Bohicon
600 216 10 13 Bolen
28 115 4 2 Bolivia
64 849 19 7 Bollon
859 881 12 19 Bolton
767 193 3 15 Bone
860 3 1 17 Bongor
834 883 12 9 Bonham
149 716 5 1 Bonito
749 488 1 9 Bonthe
209 361 14 7 Booaaso
645 13 5 11 Booligal
239 698 1 3 Boonah
719 15 7 8 Boorowa
635 832 13 12 Bopeeches
779 353 1 11 Borgarnes
595 779 13 16 Bornova
910 556 8 12 Boron
852 646 11 15 Borzna
269 822 5 7 Boston
526 437 9 6 Botosani
998 638 18 8 Botegravd
109 495 1 8 Botleti
274 23 3 9 Bouca
565 550 17 11 Boudnib
470 406 6 5 Boufarik
565 411 15 3 Bougouni
455 114 14 1 Bougtob
838 270 8 4 Bouillon
6 501 5 14 Bouira
658 637 19 15 Bouna
353 686 5 14 Bowen
444 900 11 4 Boutlimit
848 931 1 4 Bourke
489 506 13 15 Bowman
757 633 19 8 Bowral
824 771 13 18 Bowron
178 949 13 1 Bozene
190 312 5 8 Brach
85 36 2 8 Braford
145 110 13 17 Braga
493 928 14 19 Brainerd
299 187 16 15 Brandenburg
756 29 6 1 Brandon
665 922 5 12 Brasilia
979 235 4 10 Brasov
141 978 6 4 Bratsk
567 679 5 9 Brebes
115 863 7 15 Breno
887 104 7 11 Brenham
197 117 4 12 Brest
66 859 15 19 Breteuil
72 113 9 13 Brewer
906 516 15 5 Brewton
482 500 12 2 Breyten
929 123 5 7 Bria
332 253 1 7 Bridgeport
542 69 14 17 Bridger
919 362 18 18 Bridgewater
333 584 2 3 Bridlington
288 138 19 10 Bridport
488 857 17 16 Briey
713 149 18 6 Brilon
333 784 3 5 Brinkley
303 776 12 4 Bristol
2 340 5 6 Britton
730 397 7 8 Broadford
234 574 18 1 Broadus
87 198 13 17 Brockville
283 227 19 9 Brodick
867 603 6 3 Brodnica
969 984 19 19 Brookfield
69 336 1 2 Brooklyn
842 342 5 19 Broome
429 103 8 1 Brooloo
475 104 10 14 Browning
775 899 13 11 Bruchsal
882 504 3 3 Brugge
506 945 5 1 Brumado
63 952 9 18 Brumath
201 245 11 17 Bruneau
669 403 16 12 Brunico
345 767 18 15 Bryant
796 355 2 1 Bryan
189 256 9 9 Buchan
907 471 11 8 Buchardo
726 666 6 14 Buenavista
867 821 4 5 Buffalo
801 218 17 11 Buford
118 760 14 13 Burns
337 82 6 16 Bukama
968 415 11 7 Bukhara
695 688 16 16 Bursa
11 816 15 11 Buy
151 662 8 17 Bungo
669 634 8 14 Burgas
502 378 16 8 Bungo
860 555 14 3 Burdur
797 147 1 12 Burgaw
792 279 12 18 Burgin
195 22 14 16 Burley
879 136 8 8 Burnham
939 235 17 10 Bursa
785 336 4 16 Burton
469 255 11 15 Buru
594 837 2 17 Burung
648 467 1 13 Burwell
100 845 14 8 Bussang
117 488 8 19 Buta
225 931 14 11 Butler
778 94 1 14 Butwal
564 780 10 12 Buzau
399 783 10 2 Byron
52 561 2 2 Bytom
342 956 9 12 Caamano
757 921 3 4 Cabano
423 726 12 16 Caballo
797 611 15 4 Cabimas
887 354 16 14 Cabildo
385 728 19 16 Cabimas
518 305 9 4 Cabinda
995 587 15 18 Cabos
867 930 13 6 Cacpon
657 219 1 9 Cabrera
607 781 1 2 Cacolo
373 489 9 4 Cadillac
18 536 4 19 Cadiz
659 844 19 16 Caen
586 567 6 15 Cafayate
218 684 15 1 Cagli
737 115 7 16 Calcutta
728 358 1 17 Camas
693 102 1 15 Calvi
761 785 9 2 Calicut
452 568 10 19 Callandar
829 700 14 15 Calvillo
891 725 8 17 Calw
546 524 13 15 Camargo
0 640 11 3 Camaxilo
927 863 18 15 Cambatela
236 548 15 17 Camborne
804 627 3 1 Cambodia
2 784 8 11 Cambridge
367 774 6 5 Camden
256 338 7 11 Camiling
834 688 15 3 Campbell
236 43 9 14 Campinas
243 166 19 6 Camrose
323 382 2 12 Canaan
372 46 15 16 Canakkale
14 923 16 11 Cananeia
779 452 9 15 Canas
31 373 18 5 Canberra
970 661 4 17 Candala
554 267 14 19 Cannes
697 604 7 2 Caney
571 274 1 7 Cangamba
369 984 6 1 Canopus
361 131 17 19 Canton
600 24 14 5 Canterbury
102 202 5 6 Canyonville
874 836 17 2 Carlin
596 661 1 9 Caracas
340 421 2 11 Canopus
130 299 14 13 Carignan
729 284 11 14 Cartago
453 962 1 1 Carthage
397 686 9 9 Casablanca
882 605 16 7 Cascavel
494 512 7 1 Casilda
535 980 10 1 Casino
254 767 18 12 Carlyle
681 939 16 4 Cascina
417 699 1 14 Caspe
226 373 1 3 Cassel
769 543 15 13 Cassiar
318 768 4 3 Castaic
812 893 3 1 Carpentras
73 387 12 11 Carpi
554 699 6 1 Carroll
434 84 2 17 Carterton
430 886 1 10 Cartwright
151 731 1 14 Carsonville
346 603 12 18 Catamarca
887 281 9 13 Catanduvas
840 90 10 13 Catania
447 450 1 3 Cathcart
385 179 11 1 Catrilo
133 27 14 11 Cauvery
797 411 15 4 Cavalier
228 806 2 9 Cavan
787 783 12 16 Caxito
598 142 17 19 Cayenne
623 122 8 14 Caynabo
422 144 12 2 Cayuga
923 76 15 14 Ceelbuur
52 471 1 10 Cebollar
577 742 1 10 Cedartown
989 775 1 4 Celtic
787 904 5 14 Centralia
989 756 17 4 Cepu
235 910 12 15 Ceres
297 847 12 14 Cerignola
377 166 15 13 Cernay
997 520 15 1 Cerro
860 258 13 18 Chatto
497 222 12 18 Cervia
67 695 16 10 Ceylon
134 933 6 17 Cervo
782 286 15 2 Cesena
900 349 12 12 Chablis
984 130 4 2 Chacran
304 691 16 11 Chakwal
768 240 19 10 Chaling
347 138 1 15 Chajari
382 790 6 18 Chalindrey
632 889 6 9 Cham
402 985 2 13 Chama
591 841 6 9 Chaman
17 554 10 1 Chamberlain
841 901 8 14 Chamela
454 879 4 19 Chamgordan
665 919 12 18 Champagne
519 731 11 3 Chanco
619 247 5 14 Chandalar
263 649 17 19 Chandler
262 923 17 3 Changara
775 934 18 3 Chandpur
6 477 2 6 Changsha
103 269 9 15 Changtu
107 367 4 19 Changzhi
295 963 2 4 Chanute
760 37 15 9 Chaoyang
566 828 18 5 Chapadinha
335 601 11 14 Chapala
592 670 6 11 Charity
732 151 15 5 Charlesville
930 412 10 17 Chechro
862 690 14 8 Charef
557 841 8 11 Chepes
249 693 16 14 Cheepie
541 976 18 8 Chatham
764 286 1 7 Chauny
832 67 11 6 Chauk
479 62 6 13 Chechro
182 217 19 1 Chechro
649 505 10 1 Cheb
186 623 11 11 Chelmsford
814 57 12 13 Cheney
452 454 8 1 Chenxi
34 798 5 6 Cheran
890 339 3 17 Chester
240 753 5 15 Chhuka
137 497 2 12 Chiehn
719 831 1 16 Chigubo
93 476 10 2 Chihuahua
714 377 12 12 Chillar
591 529 12 3 Chimoio
161 359 8 3 Chindo
193 604 8 10 Chinhoyi
540 177 3 1 Chirpan
105 973 3 12 Chitina
854 97 4 15 Chiusi
219 472 19 14 Chivasso
739 306 14 1 Chivu
284 375 11 15 Chopim
694 600 19 11 Choshi
198 888 10 3 Chu
433 690 19 18 Chulym
425 272 1 15 Chur
367 136 2 1 Ciney
537 589 8 11 Cisco
210 906 17 12 Chulman
887 72 1 6 Chulumani
711 560 13 5 Chumar
394 121 5 6 Chupara
507 56 18 3 Ciudadela
470 926 9 6 Clairvaux
102 189 3 4 Claraz
54 711 4 12 Clarion
979 643 9 3 Clarksburg
787 606 16 19 Clearmont
822 680 11 4 Cleveland
302 142 7 3 Clinton
879 444 8 14 Cliza
643 376 17 6 Clodomira
436 901 1 12 Cloverdale
804 630 6 6 Clonmel
429 389 3 11 Coaldale
404 869 1 10 Coaraci
168 809 19 12 Corte
474 695 6 12 Cottobus
198 431 6 12 Cornwall
377 965 12 8 Coroven
276 325 15 1 Council
854 41 13 18 Covington
476 424 16 19 Corcubion
186 660 1 9 Cordova
423 205 10 13 Corum
491 429 5 3 Coronda
646 998 12 18 Coronel
140 946 13 17 Cotopaxi
59 920 9 8 Crete
304 550 16 4 Croker
565 433 13 13 Crossville
616 684 14 19 Croydon
789 528 1 16 Cruzeiro
968 901 5 18 Cunco
933 534 13 2 Daman
427 478 18 12 Damba
755 550 14 12 Damghan
282 664 3 14 Darnah
674 507 3 1 Darnley
205 552 15 15 Daru
3 846 16 13 Dasht
550 574 2 15 Dawkah
303 833 1 12 Dawson
767 623 18 7 Darlington
865 488 7 17 Daruvar
950 800 19 11 Darnley
311 145 1 12 Dax
498 780 13 6 Dayu
329 635 3 18 Debakala
913 816 8 3 Debica
530 97 14 1 Dehui
719 353 3 5 Daytona
420 410 9 9 Dazhu
499 279 3 12 Dease
516 249 6 4 Deal
69 794 16 13 Deadwood
567 774 18 10 Dayton
767 903 9 4 Daxin
919 933 16 7 Dawu
873 545 15 7 Davao
985 400 7 17 Daun
154 331 9 5 Decazeville
860 132 7 14 Dekoa
524 921 3 13 Delle
45 550 1 10 Delta
849 16 9 16 Denbigh
306 354 16 7 Denia
852 981 13 3 Denizli
653 949 15 15 Dennery
168 90 8 13 Denpasar
445 508 15 3 Depew
502 400 13 13 Dera
623 657 15 2 Derby
929 243 6 6 Desenzano
60 780 7 6 Desvres
308 350 13 18 Detmoid
50 952 11 19 Devikot
827 596 7 12 Devon
906 502 7 14 Deyang
670 371 17 14 De
692 194 15 13 Witt
810 577 14 17 Dehuk
81 36 12 8 Dezhou
926 248 5 10 Dhamar
334 712 1 6 Dik
450 796 8 10 Dillenburg
406 642 7 15 Dindigul
729 884 4 11 Dingwali
174 667 16 13 Dinuba
324 919 2 3 Dinosaur
797 355 15 2 Diphu
421 177 15 11 Djanet
192 937 11 19 Devli
383 544 6 9 Dijon
642 863 3 16 Dikhil
410 893 18 12 Dingle
525 987 2 17 Dingxi
334 75 16 14 Djugu
172 376 9 1 Dmitrov
541 544 4 3 Dno
844 743 1 4 Doblas
8 599 17 4 Dobo
841 507 10 11 Sdobrush
475 260 18 17 Doha
729 472 1 1 Dolak
737 758 17 11 Dolinsk
697 143 10 18 Dolo
62 664 10 5 Dolores
41 651 8 8 Dombas
734 627 9 2 Europe
761 321 8 17 Esch
718 751 1 1 Esh
301 847 6 4 USA
459 587 1 9 Enterprise
398 106 2 12 Enns
796 758 7 7 Ennis
64 589 2 3 Ennedi
3 201 5 6 Ennelod
693 461 2 12 Enning
964 41 14 8 Erval
291 243 18 11 Er
458 87 1 14 Rtem
829 124 13 5 Erin
581 951 1 12 Erg
727 890 14 3 Erdi
290 797 6 10 Erechim
458 485 4 1 Eregli
69 709 7 1 Erg
276 196 1 6 Ergene
722 689 4 8 Ergli
77 459 17 1 Erode
290 278 19 18 ErRahad
375 293 2 7 Erstein
99 801 8 1 Esan
407 361 11 6 Esara
921 241 1 12 Esino
368 650 6 19 Enugu
272 730 14 6 Ephrate
761 781 13 6 Enz
827 676 19 13 Epi
882 946 11 14 Equator
965 504 2 17 Equinox
424 461 5 1 Equator
438 30 12 8 Estrella
206 953 11 3 Etam
159 456 9 13 Etamples
29 167 8 13 Etam
124 992 17 1 Ethiopia
657 402 8 10 Etolin
457 102 14 16 Etna
925 565 15 14 Etosha
570 374 15 7 Etsha
964 862 16 12 Eua
466 15 5 11 Euince
561 98 12 14 Eupen
149 978 3 17 Eura
637 617 9 1 Evans
171 699 7 3 Germany
855 858 14 3 Germastin
299 478 19 4 Gemena
346 538 10 7 Gembut
308 465 12 12 Gemsbok
570 463 2 7 Gemona
898 291 6 11 Geelong
292 958 15 14 Gelel
738 305 1 17 Gabon
691 931 1 6 Gabbs
637 453 7 3 Freda
586 550 6 7 Gahar
829 768 15 4 Gach
798 556 1 11 Galati
398 495 6 5 Gaeta
622 196 12 8 Gaoua
820 835 5 12 Gan
442 782 3 4 Gaoling
627 316 1 2 Garden
452 871 3 18 Gardner
205 792 16 5 Garc
519 78 14 10 Garies
709 61 3 15 Garnett
160 509 11 15 Garonne
106 110 13 14 Garza
648 815 8 1 Gasan
345 992 15 15 Gallipolli
240 883 5 9 Gasht
646 314 12 9 Gary
540 137 17 10 Gaspe
923 366 9 8 Gauja
969 479 10 17 Fraser
323 861 8 2 Franz
379 841 15 7 Fujin
896 309 1 6 Fueta
780 372 3 9 Fugu
389 14 17 1 Florida
196 246 9 1 Frio
159 692 14 8 France
643 98 12 16 Frenchman
223 720 11 9 Frunze
239 75 4 11 Gunung
419 5 6 14 Guan
432 531 12 14 Gubat
705 480 18 1 Gornyz
355 325 14 12 Brazil
573 230 2 7 HongKong
307 760 6 17 Honjo
593 229 17 1 Howe
