100 100
0 43 51
0 16 72
0 44 12
0 43 91
0 44 19
0 17 31
0 44 43
0 44 90
0 45 48
0 17 71
0 45 57
0 45 74
0 45 79
0 18 16
0 45 80
0 46 20
0 46 21
0 46 24
0 19 40
0 46 67
0 46 68
0 19 68
0 46 73
0 19 79
0 46 79
0 46 91
0 47 2
0 47 6
0 47 8
0 47 11
0 47 33
0 47 34
0 20 69
0 47 35
0 20 92
0 47 52
0 21 7
0 21 22
0 47 59
0 47 83
0 21 38
0 48 8
0 48 31
0 48 32
0 22 16
0 22 23
0 22 26
0 48 38
0 48 64
0 48 70
0 22 45
0 22 49
0 48 77
0 48 99
0 22 68
0 49 9
0 49 42
0 49 47
0 23 17
0 23 20
0 23 27
0 23 54
0 23 63
0 23 66
0 23 70
0 49 99
0 50 0
0 50 5
0 23 88
0 24 14
0 24 34
0 24 56
0 24 95
0 25 13
0 50 10
0 25 93
0 50 40
0 26 4
0 26 27
0 50 51
0 50 65
0 26 75
0 50 68
0 50 72
0 50 95
0 27 24
0 50 96
0 51 7
0 51 12
0 27 62
0 27 70
0 51 14
0 51 29
0 51 38
0 51 40
0 51 53
0 51 55
0 51 73
0 51 79
0 51 85
0 51 87
0 51 90
0 51 99
0 29 53
0 29 55
0 29 69
0 52 0
0 29 74
0 29 83
0 29 99
0 30 5
0 30 19
0 52 51
0 52 48
0 30 42
0 30 65
0 52 75
0 52 72
0 31 10
0 31 22
0 31 24
0 52 76
0 31 38
0 53 0
0 53 18
0 31 50
0 31 53
0 31 55
0 31 59
0 31 76
0 53 22
0 31 95
0 53 50
0 32 4
0 53 59
0 53 78
0 32 49
0 53 79
0 32 90
0 53 88
0 33 28
0 33 39
0 33 41
0 54 3
0 33 63
0 33 65
0 54 30
0 33 80
0 54 42
0 34 12
0 34 18
0 54 50
0 54 71
0 54 72
0 54 74
0 34 40
0 34 57
0 34 64
0 34 68
0 54 81
0 35 9
0 55 3
0 55 10
0 35 72
0 55 21
0 35 91
0 55 45
0 55 56
0 36 14
0 55 80
0 55 83
0 36 39
0 56 3
0 55 96
0 36 65
0 56 6
0 56 25
0 56 44
0 56 47
0 56 48
0 36 95
0 56 56
0 37 15
0 37 22
0 37 40
0 37 53
0 56 98
0 56 65
0 37 71
0 37 79
0 56 99
0 57 34
0 37 87
0 38 6
0 38 17
0 38 36
0 38 38
0 38 43
0 57 35
0 38 58
0 38 83
0 38 90
0 57 63
0 38 99
0 39 2
0 57 89
0 39 15
0 39 23
0 39 26
0 57 99
0 58 32
0 58 29
0 39 74
0 58 33
0 58 69
0 58 70
0 40 9
0 40 30
0 40 38
0 40 68
0 40 88
0 58 75
0 40 98
0 59 22
0 59 17
0 59 26
0 41 49
0 41 51
0 41 64
0 59 39
0 59 61
0 41 85
0 41 95
0 42 4
0 59 65
0 42 16
0 59 96
0 59 79
0 59 98
0 42 61
0 42 69
0 42 83
0 42 89
0 60 14
0 43 30
0 43 34
0 43 36
0 43 41
0 43 45
0 60 36
0 60 70
0 43 56
0 60 73
0 43 67
0 43 88
0 60 81
0 44 3
0 61 12
0 61 24
0 44 24
0 44 26
0 44 32
0 61 26
0 44 61
0 44 70
0 61 53
0 45 36
0 45 41
0 61 85
0 62 13
0 45 62
0 45 65
0 45 66
0 45 68
0 62 17
0 45 78
0 62 46
0 62 61
0 62 62
0 45 84
0 45 89
0 62 64
0 45 97
0 62 99
0 46 9
0 46 19
0 63 17
0 63 38
0 63 40
0 46 25
0 63 54
0 46 32
0 46 37
0 46 52
0 63 62
0 46 62
0 46 66
0 63 85
0 64 1
0 46 70
0 64 2
0 46 74
0 46 76
0 64 27
0 46 86
0 46 87
0 46 88
0 64 85
0 64 84
0 64 88
0 47 3
0 47 4
0 64 94
0 65 1
0 47 9
0 65 9
0 47 12
0 47 16
0 65 18
0 47 19
0 47 20
0 65 40
0 65 49
0 65 57
0 65 59
0 65 76
0 65 67
0 47 46
0 47 49
0 65 77
0 47 54
0 47 55
0 65 88
0 47 62
0 47 63
0 47 67
0 47 68
0 66 24
0 66 0
0 66 33
0 47 90
0 66 37
0 47 96
0 47 99
0 66 43
0 48 4
0 48 6
0 66 53
0 66 62
0 66 67
0 66 66
0 66 68
0 66 76
0 66 82
0 66 86
0 48 41
0 48 45
0 48 46
0 48 47
0 48 55
0 67 7
0 67 8
0 67 10
0 67 19
0 67 20
0 48 72
0 67 21
0 48 81
0 48 82
0 48 83
0 48 86
0 48 87
0 48 94
0 67 27
0 49 0
0 67 46
0 49 22
0 49 27
0 67 51
0 49 31
0 49 36
0 49 37
0 49 40
0 67 58
0 67 69
0 67 74
0 49 50
0 49 56
0 49 59
0 49 61
0 49 66
0 49 68
0 49 70
0 49 71
0 49 72
0 49 75
0 68 2
0 67 75
0 49 82
0 49 83
0 49 89
0 68 3
0 49 93
0 49 96
0 68 12
0 68 18
0 50 1
0 68 21
0 50 7
0 68 24
0 50 12
0 50 13
0 50 14
0 50 16
0 50 19
0 50 24
0 50 25
0 50 26
0 50 29
0 50 31
0 50 32
0 50 36
0 50 38
0 68 28
0 50 44
0 50 46
0 50 48
0 68 57
0 50 53
0 50 54
0 50 61
0 50 64
0 68 69
0 50 67
0 68 79
0 50 69
0 50 70
0 50 71
0 68 86
0 50 77
0 50 82
0 68 94
0 69 0
0 50 98
0 50 99
0 51 6
0 69 1
0 51 9
0 69 9
0 51 13
0 69 13
0 51 17
0 69 23
0 69 18
0 51 22
0 51 25
0 51 28
0 69 24
0 51 30
0 69 34
0 69 38
0 51 41
0 51 46
0 69 39
0 69 45
0 51 57
0 51 59
0 69 47
0 51 69
0 51 70
0 51 72
0 69 54
0 69 63
0 51 80
0 69 64
0 51 86
0 69 68
0 69 73
0 51 97
0 51 98
0 69 75
0 69 81
0 52 5
0 52 6
0 52 7
0 52 9
0 52 14
0 52 16
0 52 17
0 52 18
0 69 83
0 52 22
0 52 23
0 52 25
0 52 27
0 52 28
0 52 32
0 52 37
0 52 38
0 52 41
0 52 44
0 52 47
0 70 1
0 70 24
0 70 27
0 52 58
0 52 59
0 52 60
0 52 63
0 52 64
0 52 65
0 52 70
0 70 29
0 70 44
0 70 47
0 52 78
0 52 79
0 52 80
0 52 92
0 52 93
0 52 94
0 52 98
0 52 99
0 70 48
0 53 3
0 53 4
0 53 5
0 53 6
0 70 67
0 53 21
0 70 77
0 53 25
0 53 34
0 53 36
0 70 90
0 70 81
0 53 42
0 53 44
0 53 47
0 53 48
0 53 49
0 70 91
0 53 51
0 53 55
0 53 56
0 71 5
0 53 64
0 53 67
0 53 69
0 53 70
0 71 13
0 71 23
0 53 80
0 53 83
0 53 87
0 71 25
0 53 89
0 53 96
0 54 0
0 71 32
0 54 8
0 54 9
0 54 10
0 54 18
0 54 21
0 54 22
0 54 26
0 54 29
0 71 41
0 54 33
0 54 34
0 54 39
0 54 41
0 71 58
0 54 43
0 54 47
0 54 49
0 71 68
0 71 80
0 71 76
0 54 56
0 54 57
0 54 60
0 71 81
0 54 63
0 54 64
0 54 65
0 54 67
0 71 91
0 72 1
0 72 2
0 54 79
0 54 80
0 72 14
0 72 13
0 54 87
0 54 88
0 54 91
0 54 93
0 54 98
0 54 99
0 55 0
0 72 15
0 55 5
0 55 8
0 55 9
0 72 33
0 55 11
0 55 20
0 72 41
0 55 28
0 55 29
0 55 38
0 72 46
0 55 50
0 55 52
0 55 54
0 72 54
0 55 67
0 72 62
0 55 72
0 55 74
0 55 75
0 55 78
0 72 66
0 72 77
0 72 78
0 55 85
0 72 81
0 55 93
0 55 95
0 72 84
0 55 99
0 72 90
0 72 94
0 56 8
0 56 9
0 56 10
0 56 14
0 56 15
0 72 96
0 56 18
0 56 23
0 15 3
0 73 8
0 56 32
0 56 35
0 56 41
0 73 17
0 73 24
0 73 27
0 56 52
0 73 29
0 56 57
0 56 58
0 56 62
0 56 63
0 73 32
0 56 66
0 56 78
0 56 79
0 56 80
0 56 81
0 56 87
0 56 89
0 56 94
0 56 95
0 56 96
0 73 42
0 73 65
0 57 8
0 57 9
0 57 15
0 57 16
0 57 23
0 57 24
0 57 28
0 73 67
0 73 82
0 57 37
0 57 39
0 57 43
0 57 44
0 57 45
0 57 47
0 57 48
0 57 50
0 57 51
0 57 52
0 57 54
0 57 56
0 57 62
0 73 84
0 57 65
0 57 66
0 57 72
0 57 73
0 57 82
0 57 83
0 57 84
0 57 86
0 74 13
0 57 90
0 57 93
0 57 94
0 57 96
0 74 30
0 58 0
0 58 5
0 58 12
0 58 16
0 58 17
0 58 20
0 58 22
0 58 23
0 74 40
0 58 28
0 74 59
0 74 62
0 74 65
0 58 34
0 58 35
0 58 37
0 58 44
0 58 47
0 74 66
0 58 54
0 74 79
0 74 83
0 74 84
0 58 67
0 74 87
0 74 90
0 58 73
0 74 92
0 58 82
0 58 83
0 58 84
0 58 86
0 58 87
0 58 89
0 58 94
0 59 5
0 59 8
0 59 9
0 59 11
0 74 96
0 59 13
0 59 16
0 75 21
0 59 18
0 75 27
0 75 31
0 59 29
0 59 30
0 59 34
0 75 33
0 59 51
0 59 54
0 59 55
0 59 56
0 59 57
0 59 59
0 59 60
0 38 1
0 59 64
0 75 41
0 59 67
0 59 69
0 59 70
0 59 73
0 59 74
0 59 75
0 75 76
0 75 75
0 59 84
0 59 89
0 59 92
0 59 95
0 75 77
0 75 88
0 59 99
0 60 0
0 75 91
0 60 16
0 60 17
0 60 23
0 60 24
0 60 26
0 60 29
0 60 30
0 60 32
0 60 33
0 60 34
0 75 97
0 60 37
0 60 38
0 60 39
0 60 44
0 60 45
0 60 46
0 60 51
0 60 57
0 60 63
0 60 64
0 60 69
0 76 18
0 60 71
0 5 47
0 76 42
0 60 78
0 76 48
0 60 83
0 60 86
0 60 88
0 60 93
0 60 99
0 76 54
0 61 19
0 61 21
0 61 23
0 76 66
0 61 25
0 76 74
0 61 28
0 61 29
0 61 30
0 61 38
0 61 39
0 61 44
0 76 93
0 76 77
0 76 94
0 61 54
0 61 61
0 61 64
0 61 67
0 76 98
0 61 95
0 61 96
0 61 97
0 61 99
0 62 12
0 77 8
0 62 15
0 77 19
0 62 21
0 62 26
0 62 30
0 62 31
0 62 33
0 62 39
0 62 40
0 62 43
0 62 45
0 77 24
0 62 49
0 62 51
0 62 53
0 77 43
0 62 55
0 62 57
0 77 51
0 62 59
0 77 57
0 77 62
0 77 63
0 62 70
0 62 73
0 62 86
0 62 88
0 62 90
0 36 26
0 63 1
0 63 6
0 63 13
0 63 16
0 77 65
0 63 19
0 63 22
0 63 23
0 63 33
0 63 36
0 77 87
0 63 39
0 77 99
0 63 53
0 78 3
0 63 55
0 63 61
0 78 8
0 63 65
0 63 67
0 63 68
0 63 70
0 63 72
0 63 78
0 63 79
0 78 14
0 63 91
0 63 93
0 63 97
0 63 98
0 63 99
0 64 0
0 78 29
0 78 43
0 64 8
0 64 10
0 64 17
0 64 26
0 78 46
0 64 35
0 64 36
0 64 42
0 64 43
0 78 55
0 64 47
0 64 54
0 64 55
0 64 57
0 64 58
0 64 59
0 64 62
0 78 66
0 64 76
0 11 74
0 78 81
0 78 87
0 78 93
0 78 91
0 64 92
0 64 93
0 78 94
0 64 97
0 64 98
0 64 99
0 65 0
0 79 2
0 65 2
0 65 8
0 79 12
0 65 10
0 65 12
0 65 16
0 79 18
0 65 20
0 65 29
0 65 30
0 65 33
0 65 39
0 79 26
0 65 45
0 65 46
0 65 47
0 65 48
0 79 37
0 65 52
0 65 53
0 79 48
0 65 58
0 79 54
0 65 60
0 79 57
0 65 74
0 65 75
0 79 61
0 79 68
0 65 80
0 65 82
0 65 84
0 65 85
0 65 86
0 65 87
0 79 69
0 65 89
0 65 94
0 65 95
0 65 98
0 65 99
0 79 84
0 66 4
0 66 8
0 66 9
0 66 10
0 66 11
0 66 12
0 66 13
0 66 14
0 66 20
0 66 22
0 66 23
0 79 96
0 80 20
0 66 35
0 66 36
0 80 22
0 66 38
0 66 39
0 66 40
0 33 50
0 66 44
0 66 45
0 66 46
0 66 47
0 66 48
0 66 52
0 80 28
0 66 54
0 66 57
0 66 58
0 66 59
0 66 60
0 80 49
0 66 63
0 80 61
0 66 65
1 22 10
0 80 65
0 80 72
0 66 72
0 66 75
0 80 74
0 66 77
0 66 80
0 80 80
0 66 85
0 80 85
0 80 93
0 80 92
0 66 89
0 66 90
0 66 92
0 66 93
0 66 94
0 66 95
0 66 97
0 66 98
0 66 99
0 67 3
0 67 4
0 67 5
0 67 6
0 80 94
0 81 23
0 67 9
0 81 25
0 81 29
0 67 12
0 67 13
0 67 16
0 81 31
0 81 39
0 81 41
0 81 44
0 67 22
0 67 23
0 67 26
0 33 43
0 67 28
0 67 31
0 67 35
0 67 36
0 67 37
0 67 38
0 67 39
0 67 40
0 67 41
0 67 42
0 67 43
0 67 44
0 67 45
0 81 45
0 67 47
0 67 48
0 67 50
0 81 82
0 67 52
0 67 53
0 67 54
0 67 55
0 67 56
0 67 57
0 81 89
0 67 59
0 67 62
0 67 63
0 67 64
0 67 65
0 67 66
0 67 67
0 67 68
0 82 4
0 67 70
0 67 71
0 82 21
0 82 28
0 67 76
0 67 77
0 67 78
0 67 79
0 67 82
0 67 84
0 67 85
0 67 86
0 67 87
0 67 88
0 67 89
0 67 90
0 67 91
0 67 92
0 67 93
0 67 94
0 67 95
0 67 96
0 67 97
0 67 98
0 67 99
0 68 0
0 68 1
0 82 29
0 82 78
0 68 4
0 68 5
0 68 6
0 68 7
0 68 8
0 68 9
0 68 10
0 68 11
0 42 98
0 68 13
0 83 3
0 82 79
0 68 16
0 68 17
0 83 4
0 68 19
0 68 20
0 83 12
0 68 22
0 68 23
0 83 18
0 68 25
0 68 26
0 68 27
0 83 24
0 68 29
0 68 30
0 68 31
0 68 32
0 68 33
0 68 34
0 68 35
0 68 36
0 68 37
0 68 38
0 68 39
0 68 40
0 68 41
0 68 42
0 68 43
0 68 44
0 68 45
0 68 46
0 68 47
0 68 48
0 68 49
0 68 50
0 68 51
0 68 52
0 68 53
0 68 54
0 68 55
0 68 56
0 83 32
0 68 58
0 68 59
0 68 65
0 68 66
0 68 67
0 68 68
0 83 90
0 68 70
0 68 71
0 68 72
0 68 73
0 68 74
0 68 75
0 68 76
0 68 77
0 68 78
0 84 4
0 68 81
0 68 82
0 68 84
0 68 85
0 84 23
0 68 87
0 68 88
0 68 89
0 84 43
0 84 33
0 68 92
0 68 93
0 84 44
0 68 95
0 68 96
0 68 97
0 68 98
0 68 99
0 84 51
0 84 64
0 69 2
0 69 3
0 69 4
0 69 5
0 69 6
0 69 7
0 69 8
0 84 66
0 69 10
0 69 11
0 69 12
0 84 82
0 69 14
0 69 15
0 69 16
0 69 17
0 84 90
0 69 19
0 69 20
0 69 21
0 69 22
0 84 99
0 85 10
0 69 25
0 69 26
0 69 27
0 69 28
0 69 29
0 69 30
0 69 31
0 69 32
0 69 33
0 85 12
0 69 35
0 69 36
0 69 37
0 85 32
0 85 40
0 69 40
0 69 41
0 69 42
0 69 43
0 69 44
0 85 41
0 69 46
0 85 53
0 69 48
0 69 49
0 69 50
0 69 51
0 69 52
0 69 53
0 85 57
0 69 55
0 69 56
0 69 57
0 69 58
0 69 59
0 69 60
0 69 61
0 85 72
0 85 88
0 69 65
0 69 66
0 69 67
0 85 90
0 69 69
0 69 70
0 69 71
0 69 72
0 85 98
0 69 74
0 28 18
0 69 76
0 69 77
0 69 78
0 69 79
0 69 80
0 86 7
0 69 82
0 86 24
0 69 84
0 69 85
0 69 86
0 69 87
0 69 88
0 69 89
0 69 90
0 69 91
0 69 92
0 69 93
0 69 94
0 69 95
0 69 96
0 86 57
0 86 28
0 69 99
0 70 0
0 86 58
0 70 2
0 70 3
0 70 4
0 70 5
0 70 6
0 70 7
0 70 8
0 70 9
0 70 10
0 70 11
0 70 12
0 70 13
0 70 14
0 70 15
0 70 16
0 70 17
0 70 18
0 70 19
0 70 20
0 70 21
0 70 22
0 70 23
0 86 66
0 70 25
0 70 26
1 17 35
0 70 28
0 87 12
0 70 30
0 70 31
0 70 32
0 70 33
0 70 34
0 70 35
0 70 36
0 70 37
0 70 38
0 70 39
0 70 40
0 70 41
0 70 42
0 70 43
0 87 22
0 70 45
0 70 46
0 87 51
0 87 57
0 70 49
0 70 50
0 70 51
0 70 52
0 70 53
0 70 54
0 70 55
0 70 56
0 70 57
0 70 58
0 70 59
0 70 60
0 70 61
0 70 62
0 70 63
0 70 64
0 70 65
0 70 66
0 87 59
0 70 68
0 70 69
0 70 70
0 70 71
0 70 72
0 70 73
0 70 74
0 70 75
0 70 76
0 87 97
0 70 78
0 70 79
0 70 80
0 88 17
0 70 82
0 70 83
0 70 84
0 70 85
0 70 86
0 70 87
0 70 88
0 70 89
0 88 26
0 88 43
0 70 92
0 70 93
0 70 94
0 70 95
0 70 96
0 70 97
0 70 98
0 70 99
0 71 0
0 71 1
0 71 2
0 71 3
0 71 4
0 88 45
0 71 6
0 71 7
0 71 8
0 71 9
0 71 10
0 71 11
0 71 12
0 88 73
0 71 14
0 71 15
0 71 16
0 71 17
0 71 18
0 71 19
0 71 20
0 71 21
0 71 22
0 88 89
0 71 24
0 89 10
0 71 26
0 71 27
0 71 28
0 71 29
0 71 30
0 71 31
1 26 32
0 71 33
0 71 34
0 71 35
0 71 36
0 71 37
0 71 38
0 71 39
0 71 40
0 89 13
0 71 42
0 71 43
0 71 44
0 71 45
0 71 46
0 71 47
0 71 48
0 71 49
0 71 50
0 71 51
0 71 52
0 71 53
0 71 54
0 71 55
0 71 56
0 71 57
0 89 46
0 71 59
0 71 60
0 71 61
0 71 62
0 71 63
0 71 64
0 71 65
0 71 66
0 71 67
0 89 79
0 71 69
0 71 70
0 71 71
0 71 72
0 71 73
0 71 74
0 71 75
0 90 0
0 71 77
0 71 78
0 71 79
0 90 16
0 90 24
0 71 82
0 71 83
0 71 84
0 71 85
0 71 86
0 71 87
0 71 88
0 71 89
0 71 90
0 90 26
0 71 92
0 71 93
0 71 94
0 71 95
0 71 96
0 71 97
0 71 98
0 71 99
0 72 0
0 90 46
0 90 66
0 72 3
0 90 68
0 72 5
0 72 6
0 72 7
0 72 8
0 72 9
0 94 19
0 72 11
0 90 72
1 6 84
0 94 20
0 5 81
0 72 16
0 94 27
0 72 18
0 72 19
0 72 20
0 72 21
0 72 22
0 72 23
0 72 24
0 72 25
0 72 26
0 72 27
0 72 28
0 72 29
0 72 30
0 72 31
0 72 32
0 94 33
0 72 34
0 72 35
0 72 36
0 72 37
0 72 38
0 72 39
0 72 40
0 90 87
0 91 50
0 94 66
0 72 44
0 72 45
0 94 85
0 72 47
0 94 92
0 94 96
0 72 50
0 72 51
0 72 52
0 72 53
0 94 98
0 72 55
0 72 56
0 72 57
0 72 58
0 72 59
0 72 60
0 95 8
0 91 65
0 72 63
0 72 64
0 72 65
0 95 22
0 72 67
0 72 68
0 72 69
0 72 70
0 72 71
0 72 72
0 72 73
0 72 74
0 72 75
0 72 76
0 91 93
1 15 84
0 72 79
0 72 80
0 95 32
0 95 62
0 72 83
0 92 24
0 72 85
0 72 86
0 72 87
0 72 88
0 72 89
0 92 37
0 72 91
0 72 92
0 72 93
0 92 49
0 72 95
0 92 57
0 72 97
0 72 98
0 72 99
0 73 0
0 73 1
0 73 2
0 73 3
0 73 4
0 73 5
0 73 6
0 95 63
0 96 14
0 73 9
0 73 10
0 73 11
0 73 12
0 73 13
0 73 14
0 73 15
0 73 16
0 96 15
0 73 18
0 73 19
0 73 20
0 73 21
0 73 22
0 73 23
0 14 70
0 73 25
0 73 26
0 92 62
0 73 28
0 14 88
0 73 30
0 73 31
