100 100
3 27 31
0 84 45
3 27 49
0 84 72
0 27 65
0 84 82
0 16 2
0 85 2
0 85 41
0 70 86
0 70 50
0 8 41
0 70 38
0 86 91
0 24 95
0 27 79
0 69 59
0 27 76
0 27 98
0 26 84
0 87 52
0 69 35
0 87 66
0 7 66
0 27 80
3 27 84
0 69 22
1 69 8
0 28 89
0 87 92
0 28 90
0 68 76
0 68 64
0 88 46
0 29 31
0 68 39
0 19 40
0 88 52
1 68 6
0 29 40
0 36 20
0 38 46
0 89 10
0 67 62
0 29 39
0 89 31
0 67 57
0 67 26
0 42 74
0 29 49
0 89 92
0 20 18
0 66 67
0 90 96
1 66 4
0 90 90
0 29 76
0 50 58
0 91 31
0 5 97
0 91 34
0 65 60
0 91 35
0 91 43
1 29 79
0 65 26
0 64 95
0 6 45
0 92 37
0 92 50
0 30 11
0 29 95
0 64 60
0 92 32
1 29 77
0 29 80
0 92 53
0 5 97
0 64 22
0 64 19
0 93 45
0 29 73
0 21 62
0 81 65
1 29 69
0 29 53
2 29 51
0 81 67
0 94 9
0 94 36
0 62 90
0 94 77
1 62 45
0 22 2
0 95 16
0 62 12
0 82 1
0 95 51
0 61 98
1 61 16
1 61 2
0 97 5
0 22 44
0 29 26
0 97 22
2 29 18
0 29 16
2 29 12
0 97 30
0 60 34
0 60 25
0 97 72
0 59 87
2 28 92
0 59 63
0 98 8
0 98 34
1 6 86
0 59 18
0 98 49
0 99 40
0 99 29
0 58 28
0 83 30
1 57 70
2 23 65
0 83 9
0 57 12
0 56 89
0 28 15
0 56 77
0 95 11
0 94 34
0 56 13
1 24 1
0 94 18
0 93 84
0 55 91
0 55 75
0 55 68
0 92 29
1 28 44
0 91 87
0 28 23
0 28 30
0 91 39
0 55 4
2 0 98
0 54 99
1 54 96
0 54 81
1 54 2
0 25 37
2 24 75
0 53 46
2 27 35
0 18 86
0 27 41
0 84 91
1 53 14
0 84 28
0 83 88
0 83 67
2 25 30
0 83 58
0 83 18
2 5 80
1 52 2
1 8 78
0 82 58
1 9 4
0 82 26
0 9 87
0 81 68
0 7 86
0 27 39
3 2 38
0 12 50
0 52 25
0 10 29
0 3 12
0 81 93
0 53 40
0 84 87
0 15 37
1 18 14
0 20 98
0 86 35
0 54 21
0 54 95
0 48 8
1 3 20
0 90 74
0 80 85
0 0 41
0 92 76
0 29 4
0 81 80
0 94 56
0 56 88
0 98 29
0 99 57
0 99 79
0 28 62
0 83 42
0 27 5
0 4 25
0 84 38
0 6 76
0 3 51
0 84 44
0 84 53
0 84 99
0 85 13
0 85 22
1 10 70
0 53 36
0 85 55
3 13 54
1 14 64
2 25 87
1 26 82
0 53 59
0 53 61
0 27 25
1 10 43
0 86 25
0 86 28
0 86 63
0 87 43
0 87 83
0 54 6
0 11 41
0 27 64
0 26 71
0 88 34
0 88 61
0 11 17
3 26 61
1 0 28
0 89 20
0 89 83
0 90 5
0 90 37
3 10 65
0 54 77
0 90 53
0 54 83
1 27 99
0 90 65
0 55 18
3 28 21
0 55 29
0 91 59
0 24 33
2 28 36
1 24 22
0 51 95
0 55 43
0 28 46
0 55 44
0 92 48
1 28 59
0 55 92
0 93 17
1 56 6
0 28 67
0 93 91
2 23 88
0 56 19
0 94 61
0 94 73
0 94 94
0 29 0
1 23 30
0 95 0
0 95 27
2 29 7
0 52 28
0 95 35
0 29 14
0 95 49
0 22 56
0 52 45
0 95 74
0 56 47
0 22 52
1 1 32
0 96 27
0 56 55
1 29 45
0 56 86
0 97 6
0 26 51
3 29 56
2 29 62
0 56 54
0 97 47
0 97 79
0 21 68
0 21 30
0 98 11
0 2 59
0 57 31
1 57 35
0 52 77
1 29 88
0 98 91
0 57 57
0 57 62
2 30 0
0 30 2
3 30 9
0 99 84
0 57 77
0 6 16
1 30 26
0 99 96
0 57 81
1 9 2
0 53 26
0 53 21
0 30 43
2 30 46
0 99 85
1 22 58
0 57 72
0 57 68
0 99 83
0 57 65
0 57 64
0 99 67
0 21 39
0 57 58
0 99 54
1 53 10
0 53 19
0 99 47
0 30 92
0 30 96
0 30 98
0 99 38
0 99 35
0 31 8
0 99 34
0 99 32
0 99 24
0 99 16
0 31 18
1 31 19
0 99 12
1 5 31
0 57 53
0 31 29
0 53 0
0 99 1
2 31 51
0 98 93
0 98 92
0 21 21
1 31 63
0 57 52
0 57 50
0 57 49
0 57 48
0 98 89
0 98 86
2 5 72
0 98 85
1 31 92
0 98 83
3 32 4
0 32 6
0 52 97
3 32 10
0 98 79
1 52 93
0 98 76
0 57 41
0 98 71
0 57 39
0 98 70
0 98 61
0 6 24
1 52 86
0 32 36
0 98 57
0 32 40
0 98 46
1 21 9
0 52 84
0 32 48
0 98 41
0 52 78
0 98 32
0 98 24
0 21 60
0 21 26
0 98 6
0 32 72
0 57 16
1 32 79
0 57 17
0 98 1
0 57 26
0 57 15
0 57 14
0 97 96
0 57 10
0 97 93
0 33 2
0 97 92
0 52 63
0 97 85
0 21 72
0 97 71
0 97 66
0 97 53
0 0 72
0 33 49
0 97 32
0 33 58
3 33 59
1 57 4
0 56 99
0 97 19
0 33 76
0 21 91
0 56 98
0 56 90
0 56 69
0 26 56
0 56 57
0 34 0
0 97 2
2 1 67
0 56 71
0 56 65
0 96 88
0 56 67
0 96 80
0 96 77
0 96 72
1 0 20
0 96 65
0 96 62
1 52 69
0 96 54
0 96 40
0 96 30
0 34 39
0 52 54
0 56 51
0 0 23
1 2 45
1 6 56
0 34 61
0 95 92
3 34 67
0 95 82
0 95 81
3 7 34
0 56 46
0 95 80
0 56 45
0 95 78
0 56 40
0 34 93
0 95 75
2 22 54
0 95 70
0 95 61
2 7 88
0 52 44
0 95 59
0 22 82
0 56 36
0 95 42
0 56 37
1 35 41
0 35 45
0 24 52
0 56 31
0 56 27
1 8 9
1 56 25
0 56 22
2 26 57
0 95 23
0 95 21
0 95 17
0 35 74
0 95 13
0 95 6
0 52 32
2 23 63
0 35 88
0 94 98
0 52 42
1 52 38
1 0 25
0 94 80
0 94 74
0 23 37
0 36 11
1 25 83
0 94 55
0 94 53
0 94 50
1 0 81
0 36 27
0 94 49
0 94 47
0 94 38
0 36 36
0 94 28
1 24 58
0 94 23
0 94 6
3 36 46
0 93 97
0 56 17
0 56 15
0 93 93
0 8 50
0 93 86
0 93 71
0 23 91
0 93 67
0 36 80
1 56 4
0 93 64
0 56 0
0 93 59
0 56 2
0 93 55
0 93 54
0 37 13
0 93 49
0 37 15
0 93 32
0 93 24
0 37 32
0 93 22
0 25 34
0 52 17
1 51 96
0 93 12
0 93 6
0 93 3
0 92 94
1 8 59
1 55 87
0 55 85
0 55 82
0 92 87
0 55 84
1 52 5
0 52 16
0 37 81
0 92 85
0 92 82
0 92 75
0 37 89
0 92 61
0 92 55
3 8 76
0 55 63
0 92 45
0 55 72
0 92 42
0 92 38
0 55 65
0 55 62
0 92 31
0 55 55
1 55 53
0 38 26
0 38 28
1 38 30
0 92 24
0 55 51
0 92 22
0 92 19
0 55 46
3 9 6
0 92 15
0 24 29
0 92 9
0 55 42
1 24 20
0 92 6
3 9 57
0 91 95
0 91 84
0 38 78
0 38 80
2 38 87
0 91 74
0 91 69
3 24 93
0 55 36
1 39 10
0 91 58
0 25 71
0 51 52
0 91 49
0 22 50
0 91 45
1 39 39
0 91 41
1 23 4
0 91 28
0 39 60
0 91 11
0 91 7
0 55 30
0 55 35
0 55 34
0 91 1
0 90 89
0 55 10
0 39 83
0 90 84
0 90 82
1 24 89
0 55 27
0 55 23
0 25 40
0 55 14
0 54 88
0 40 5
0 90 69
0 9 89
1 55 8
1 55 0
0 22 63
0 40 17
0 90 64
0 90 62
0 54 89
0 90 61
0 90 60
0 54 78
1 40 41
0 90 59
0 40 47
0 54 85
3 25 96
0 90 55
0 54 79
0 10 8
0 90 52
0 90 48
0 54 68
0 90 44
1 10 10
0 54 65
1 22 8
0 90 40
2 10 93
0 54 54
0 90 32
0 90 29
0 54 55
0 90 20
0 54 41
0 90 15
2 26 59
1 41 21
0 89 87
0 0 90
3 41 29
0 89 54
0 54 34
1 22 48
2 41 37
0 41 39
0 89 30
0 89 25
0 25 36
0 54 32
0 89 18
0 54 23
0 0 25
0 89 5
1 41 66
0 88 90
1 0 18
0 25 38
0 88 53
0 54 0
0 88 42
0 88 38
1 26 39
0 88 31
0 88 16
0 54 13
1 19 72
0 88 11
0 87 90
1 26 47
0 87 87
0 53 98
0 53 97
1 11 84
0 87 80
0 53 89
0 42 36
0 53 95
0 53 91
0 42 45
0 42 50
3 42 57
0 21 0
0 87 74
0 87 61
2 42 72
0 42 74
0 87 47
1 25 42
0 18 38
0 87 29
0 87 28
0 42 98
0 87 5
0 43 3
0 87 3
0 87 0
0 86 94
0 86 80
1 43 20
0 12 84
0 86 74
0 43 26
0 86 71
0 43 29
0 86 69
0 3 10
0 53 82
0 86 51
0 53 75
0 13 28
0 12 69
0 86 47
0 86 32
0 86 29
0 53 70
0 25 44
0 12 1
0 53 67
0 86 24
0 53 64
1 10 96
0 86 21
0 86 20
0 86 16
0 86 11
0 86 9
0 86 8
0 86 0
0 10 84
0 85 97
0 25 47
0 85 93
0 44 6
0 53 62
0 25 50
2 12 39
1 44 18
0 53 57
0 85 86
0 85 79
0 53 52
1 53 37
1 26 63
0 53 39
0 85 51
0 44 63
0 44 65
0 26 4
1 44 73
0 85 46
1 26 19
0 53 31
0 85 40
0 85 33
0 53 34
0 85 23
1 26 20
0 85 20
0 85 14
3 26 73
0 85 12
0 53 29
0 85 9
2 45 20
2 0 38
0 84 79
3 45 25
0 7 39
0 84 74
0 84 62
0 84 60
0 84 59
1 7 74
0 84 57
0 84 54
0 26 75
1 27 7
3 12 55
1 26 94
0 6 54
0 84 19
0 45 72
1 45 75
0 4 27
0 84 15
0 84 10
0 84 6
0 84 2
0 83 86
0 83 81
0 27 13
0 83 80
0 3 90
0 83 70
0 83 44
0 12 57
1 2 93
0 1 83
0 83 38
1 53 6
0 99 81
0 99 70
3 24 18
0 9 90
0 99 55
0 30 64
0 83 22
1 57 73
0 99 14
0 98 97
0 83 7
0 82 98
0 10 38
0 31 23
1 52 99
0 82 72
2 31 76
0 97 56
3 31 88
0 97 55
0 82 51
1 57 44
0 96 48
0 96 44
0 57 42
0 96 32
0 57 34
0 32 54
0 96 25
0 95 98
0 95 72
3 32 84
0 57 29
0 95 55
0 7 37
2 33 68
0 95 26
1 57 6
0 6 81
0 81 92
0 56 49
1 47 70
0 93 98
3 23 84
0 93 83
0 56 38
0 56 33
0 93 82
0 81 70
0 47 89
0 81 42
0 35 99
0 92 80
1 1 13
0 48 0
0 48 3
0 81 24
0 22 34
0 92 72
0 56 21
0 92 13
0 36 51
0 91 67
3 3 15
1 56 10
0 80 75
0 91 42
0 50 68
0 91 3
0 37 50
2 37 61
1 55 94
1 52 11
0 50 13
0 21 5
3 6 60
0 55 81
0 55 49
0 90 35
0 89 96
0 39 98
0 89 4
0 55 40
0 88 95
0 30 36
0 23 31
0 39 55
0 87 89
0 87 88
0 87 78
0 27 69
0 39 90
2 12 63
0 87 41
0 54 58
0 87 36
0 54 43
0 86 70
0 86 62
1 0 60
0 54 15
0 22 71
0 54 16
0 86 46
0 21 7
1 26 28
1 26 26
0 85 92
1 15 54
2 26 22
0 85 88
1 14 0
0 53 73
0 85 91
1 53 87
0 53 72
0 53 71
1 49 93
0 85 68
0 16 13
2 12 23
0 84 73
0 14 26
0 53 60
0 84 8
0 11 80
0 53 28
0 53 30
1 9 8
0 83 96
0 11 54
0 83 43
0 50 46
0 83 13
0 82 99
0 82 23
0 50 61
0 81 96
2 26 15
1 26 9
0 81 58
0 81 38
0 45 22
0 5 97
0 26 22
0 46 17
0 4 0
0 11 24
0 0 96
0 46 95
0 52 92
0 2 31
0 52 75
0 0 78
0 5 68
0 5 47
0 9 3
0 2 17
3 51 36
0 8 55
1 10 32
0 11 38
3 26 2
0 2 85
0 49 2
3 26 0
0 21 99
0 20 22
1 9 62
0 7 76
0 16 85
0 17 33
0 2 96
0 0 5
0 51 86
0 19 12
0 20 62
0 21 15
1 1 74
0 0 0
0 3 14
0 22 59
0 0 22
0 22 56
0 24 63
0 25 85
1 1 41
0 27 0
0 29 16
0 29 96
0 30 99
0 29 58
0 2 99
0 37 83
0 44 34
0 47 60
0 48 72
0 4 74
1 6 28
0 80 81
0 80 76
1 7 8
0 50 54
0 80 92
0 80 96
0 10 0
0 8 1
0 80 97
0 80 86
0 81 0
0 81 11
0 50 27
0 51 55
1 11 33
1 12 65
0 81 10
0 81 34
1 13 13
1 49 91
0 81 39
1 14 30
0 81 46
1 0 50
1 17 60
0 81 73
0 81 69
0 19 30
0 81 84
0 81 85
0 20 52
0 49 75
0 82 2
0 82 12
0 82 15
0 49 37
1 11 14
0 82 44
0 82 46
1 23 36
0 9 73
1 24 46
0 82 59
0 25 92
0 9 16
0 51 94
0 82 63
0 48 83
0 8 71
0 82 64
0 9 33
0 82 84
0 82 93
0 52 21
0 52 23
0 52 24
1 0 66
0 52 26
0 10 68
0 25 32
1 52 33
0 83 65
2 25 25
0 12 43
1 51 15
0 25 12
0 52 59
0 52 61
0 47 59
0 52 66
0 84 23
0 84 27
0 8 61
2 47 24
0 52 81
0 52 82
0 13 80
0 84 47
1 52 88
0 14 81
0 47 14
0 47 20
0 84 64
0 51 4
0 50 98
1 46 41
0 53 12
1 25 6
2 24 98
0 84 93
0 16 6
0 53 27
0 16 10
0 17 31
0 85 52
2 2 52
0 18 52
3 50 16
0 86 38
0 86 72
0 44 81
0 24 78
0 53 48
0 53 49
0 53 50
0 44 43
0 53 55
0 86 89
0 86 93
3 44 32
1 50 5
0 24 75
0 87 10
1 24 74
0 87 32
0 87 57
0 30 41
0 88 4
0 88 9
0 53 76
0 53 79
0 34 31
0 88 26
0 88 33
0 88 36
0 53 94
1 42 60
0 88 41
0 88 51
0 88 57
0 24 70
0 54 4
0 88 62
1 54 8
1 54 11
0 88 65
2 42 34
0 35 86
0 54 18
0 54 20
0 89 8
0 41 61
1 54 25
0 39 68
0 89 28
1 54 38
0 89 53
0 42 1
0 54 45
0 54 46
0 54 50
0 54 52
0 89 84
0 89 89
0 54 57
0 41 33
0 54 62
0 90 0
0 54 67
0 90 9
1 54 74
0 44 97
0 90 19
0 90 46
0 54 80
0 24 68
0 90 56
0 40 79
0 40 50
0 50 28
0 54 90
0 54 92
0 90 98
1 0 76
2 24 61
2 40 15
0 55 2
1 24 54
1 55 6
1 8 97
0 91 38
1 55 12
0 91 70
0 55 16
0 80 93
0 55 21
0 91 78
1 55 24
0 55 26
0 91 81
0 39 93
0 49 15
0 55 32
0 91 77
2 9 43
0 91 86
0 55 39
0 91 93
1 48 79
1 38 54
0 91 90
0 92 0
0 55 48
0 81 9
0 2 2
0 92 57
1 48 66
0 55 59
0 55 61
0 38 37
0 92 58
1 38 20
0 24 15
0 55 70
0 92 69
0 55 73
2 0 94
1 38 12
0 81 30
0 93 28
0 37 75
0 93 26
0 24 11
0 93 41
0 37 63
0 55 97
0 24 6
1 37 3
0 48 31
0 24 3
0 56 8
0 81 89
0 0 91
0 94 31
1 48 18
2 48 12
2 2 87
0 94 39
3 47 76
0 81 90
1 56 28
0 56 30
0 81 98
0 81 97
1 35 53
0 94 67
0 82 3
0 94 95
0 82 5
1 34 91
0 82 4
0 95 9
1 34 56
1 34 55
3 23 95
0 56 56
0 82 7
0 56 59
0 56 63
0 95 54
0 82 28
0 34 34
0 34 13
0 56 74
0 56 75
0 56 76
0 9 46
0 56 79
0 56 82
0 56 85
0 95 90
0 95 94
1 23 86
0 96 7
0 56 92
0 56 95
0 56 97
0 82 33
0 96 10
1 57 0
0 57 2
0 82 36
0 82 39
1 57 8
0 82 43
3 1 70
0 96 47
0 82 57
0 96 91
0 32 93
0 57 19
0 57 20
0 57 23
2 33 6
0 82 62
0 32 46
1 57 32
0 97 21
0 47 17
0 97 78
0 82 80
0 97 86
0 82 85
0 82 88
0 98 35
0 31 81
0 98 37
0 98 43
0 83 3
0 0 74
0 57 60
0 57 61
0 46 40
0 30 75
0 98 99
0 57 67
0 99 11
0 57 69
0 7 32
0 83 26
0 99 45
0 99 41
0 57 79
0 99 89
0 83 37
0 57 83
0 83 36
0 46 32
0 99 90
0 30 41
0 99 86
0 83 35
0 23 60
1 58 2
1 58 4
0 83 31
0 99 63
0 83 28
0 99 56
0 58 17
0 58 21
0 58 23
1 58 25
0 30 36
1 23 50
0 99 52
0 58 33
0 99 51
0 99 49
0 99 48
2 30 57
0 58 42
0 58 45
0 99 46
0 58 50
0 58 54
0 99 44
0 99 42
3 23 39
0 7 91
0 58 62
0 99 36
0 58 71
0 30 65
0 58 75
0 83 16
0 99 10
0 30 68
0 83 15
0 99 9
0 30 70
0 83 8
0 58 90
0 30 81
0 98 88
0 83 10
3 31 37
0 83 4
0 59 2
0 59 4
1 59 6
0 83 2
0 59 10
0 7 12
0 98 56
0 82 96
0 2 61
0 59 20
0 46 54
0 59 22
0 31 78
1 59 26
1 46 92
0 59 31
0 98 40
0 98 31
0 59 41
0 23 19
0 82 92
0 98 21
0 98 25
2 46 85
0 59 51
0 82 86
0 23 10
0 98 13
0 47 10
2 22 85
0 98 5
0 59 66
0 98 3
0 98 2
0 97 99
0 82 82
0 32 29
0 82 79
0 59 80
0 97 90
0 32 33
1 59 84
0 0 96
0 97 80
0 59 92
0 59 94
3 32 34
0 59 98
0 97 74
0 97 64
0 82 75
0 60 4
0 82 76
1 60 8
1 60 10
0 22 77
0 82 78
1 60 17
0 97 33
0 97 10
0 22 75
0 97 11
0 60 30
0 97 35
0 0 0
0 97 36
1 47 23
0 97 16
0 60 40
0 60 42
0 97 17
0 60 47
0 60 48
0 82 67
0 60 50
0 60 52
1 0 85
0 60 55
0 60 58
0 82 70
0 2 41
0 97 27
0 82 69
0 82 65
0 82 66
2 22 42
1 34 10
0 96 94
0 60 76
0 97 1
0 82 60
0 60 83
1 32 94
0 60 88
0 96 82
0 82 56
0 32 98
0 96 73
0 96 71
0 6 84
0 96 70
0 61 6
1 61 8
0 96 66
1 47 43
0 82 42
3 6 63
0 47 35
0 96 34
0 61 21
0 96 39
0 82 40
0 33 81
0 96 26
1 33 78
0 96 11
0 96 24
0 96 20
3 34 42
0 61 38
0 82 32
0 61 42
0 34 7
0 96 9
1 33 95
0 96 2
0 82 31
0 95 91
1 61 57
0 95 95
1 33 85
0 61 64
0 82 25
0 61 67
0 34 44
0 95 87
0 61 72
0 61 76
0 95 77
1 61 81
0 61 84
0 61 86
0 34 17
0 95 64
0 95 58
0 82 18
3 34 27
0 95 52
0 22 28
1 6 74
0 95 48
0 95 14
1 22 21
0 62 8
0 62 10
0 22 16
0 95 12
1 62 16
1 62 19
0 62 21
0 95 4
1 0 83
0 62 28
0 62 31
2 47 47
1 62 34
0 82 8
0 47 50
0 34 76
0 62 39
1 21 96
0 95 3
0 62 48
0 34 83
0 47 68
0 95 2
0 95 1
0 47 66
0 62 58
0 94 90
0 94 79
1 62 61
0 82 0
1 62 65
0 62 67
1 62 68
0 94 82
0 62 73
0 35 49
0 62 76
0 94 78
1 0 81
0 94 75
0 62 82
0 94 71
2 35 32
0 81 99
0 94 69
0 94 68
0 13 7
0 94 65
0 94 58
1 62 99
0 35 52
0 35 57
0 63 4
0 63 6
0 35 58
0 63 10
0 47 74
0 63 14
1 21 83
1 63 18
0 48 14
0 94 33
0 63 26
2 48 16
0 63 28
0 94 30
1 63 32
0 63 35
0 94 29
0 94 24
1 36 92
0 63 43
1 63 44
0 63 46
0 48 27
0 94 11
0 81 87
0 94 5
1 21 81
0 94 8
0 81 77
0 93 94
1 48 29
0 93 72
0 63 81
0 63 82
0 93 77
0 81 74
0 81 66
3 0 17
0 63 93
0 63 94
0 63 95
0 93 47
0 21 65
1 6 35
0 64 4
3 37 65
0 93 30
1 64 10
0 64 12
1 64 14
0 64 16
0 21 37
0 93 33
1 21 32
0 81 62
2 37 67
0 37 70
0 81 57
0 64 29
0 64 30
0 92 96
0 92 89
1 37 73
0 92 68
0 64 41
3 38 16
0 64 47
0 38 24
0 38 42
0 92 54
3 5 77
0 92 51
3 21 10
0 64 58
3 5 56
0 64 62
0 92 40
0 64 65
0 81 12
0 64 68
0 64 70
0 64 71
0 92 43
0 21 3
0 92 49
0 92 34
0 92 39
0 5 28
1 48 67
0 92 26
1 38 43
0 92 25
0 81 8
1 64 92
3 20 88
0 38 48
0 38 53
0 64 99
1 39 25
0 80 94
0 65 4
0 48 99
1 65 8
1 39 81
0 65 12
0 65 14
0 91 89
0 40 0
1 65 20
1 5 95
0 91 83
1 39 95
0 39 97
1 40 12
0 91 75
0 91 73
0 65 40
1 40 34
0 80 88
0 80 91
1 65 46
0 91 46
1 6 16
0 65 53
0 40 14
0 65 57
0 40 22
1 20 78
0 20 64
0 20 56
0 80 69
2 6 26
0 65 71
0 91 26
0 80 65
0 65 76
0 80 68
0 65 81
0 20 44
0 91 14
0 91 6
1 20 35
0 65 96
0 90 91
1 66 2
0 6 43
1 66 6
0 40 48
0 12 68
0 66 12
0 90 92
0 50 25
3 40 55
0 66 21
0 90 87
0 90 80
0 50 20
0 50 23
0 49 40
0 66 33
0 90 58
0 48 85
0 40 73
1 49 21
1 66 45
0 47 90
0 46 45
0 46 95
0 45 88
0 46 32
0 90 21
1 40 96
0 90 18
2 40 82
1 0 78
1 40 86
0 66 70
0 49 22
0 43 78
0 43 93
0 66 79
0 66 81
0 89 95
0 6 49
1 41 10
0 89 86
0 49 30
0 42 83
0 89 79
2 19 93
0 40 45
0 66 98
0 67 0
0 67 2
1 67 4
0 41 35
0 67 8
0 89 48
0 49 32
1 67 14
1 67 16
0 67 18
0 41 58
0 89 49
0 89 42
1 19 81
0 67 28
0 89 43
0 67 31
0 89 33
0 67 36
0 89 41
0 67 39
0 89 35
0 67 43
0 89 14
1 67 46
0 67 48
0 67 49
0 67 53
0 89 29
1 19 79
0 19 76
0 89 27
3 3 1
0 67 63
0 67 65
0 89 17
0 67 69
0 67 70
0 67 73
0 89 22
1 49 35
0 67 78
0 39 86
0 42 14
2 3 8
0 67 83
0 89 11
1 21 1
0 88 86
0 67 93
0 67 94
0 67 96
0 88 89
2 19 58
0 88 71
0 68 2
0 42 0
0 19 49
0 88 74
0 36 1
1 68 12
1 68 14
1 68 16
1 42 42
0 35 77
0 35 79
0 88 63
1 42 18
0 88 59
0 42 22
0 88 55
1 8 15
0 88 49
0 19 30
0 42 44
0 68 42
0 88 47
0 88 40
0 68 50
0 88 39
1 0 48
1 68 56
0 49 39
0 68 60
0 34 99
0 19 23
1 49 42
0 68 67
0 88 35
0 49 40
0 88 29
0 19 14
0 43 48
0 34 44
0 68 85
1 43 55
0 68 88
1 43 40
1 68 92
0 88 8
0 88 7
0 88 6
1 43 46
2 49 86
1 19 7
2 19 1
1 69 10
0 88 0
0 30 67
1 69 16
0 29 60
0 27 76
1 18 96
3 18 91
0 69 25
0 8 19
0 87 77
0 87 75
0 87 59
1 18 76
0 27 58
0 43 61
0 87 56
0 87 54
0 87 53
0 3 6
0 87 44
0 27 2
0 69 51
0 27 20
0 18 73
3 43 66
0 87 27
0 18 53
0 25 59
0 87 23
0 87 17
0 43 69
0 69 71
0 25 44
0 69 75
0 87 14
0 49 88
0 69 79
2 18 44
1 44 15
0 69 82
0 87 4
0 44 41
0 24 68
0 69 94
0 69 95
0 24 78
0 18 43
2 44 47
0 86 87
0 86 83
0 24 23
0 23 97
0 44 68
0 23 99
0 21 70
0 21 74
0 86 36
1 50 7
0 21 55
0 86 27
0 86 34
0 86 33
0 21 41
0 85 85
0 85 82
0 8 21
0 18 64
0 85 81
1 70 47
1 18 34
0 18 62
0 85 69
0 70 56
1 44 91
0 70 58
0 70 60
0 70 62
0 70 64
0 50 12
0 70 66
0 70 69
0 85 58
0 50 25
0 70 76
0 18 18
0 85 48
0 70 84
0 70 85
1 18 29
0 18 1
0 18 5
0 85 39
0 70 97
0 85 47
0 8 56
0 45 11
1 71 2
0 85 36
0 17 37
0 16 95
0 85 28
