120 120
2 55 6
1 57 12
2 55 12
1 57 18
2 55 18
1 57 24
2 55 24
1 57 30
2 55 30
1 57 36
2 55 36
1 57 42
2 55 42
1 57 48
2 55 48
1 57 54
2 55 54
1 57 60
2 55 60
1 57 66
2 55 66
1 57 72
2 55 72
1 57 78
2 55 78
1 57 84
2 55 84
1 57 90
2 55 90
1 57 96
2 55 96
1 57 102
2 55 102
1 57 108
2 55 108
1 57 114
2 55 114
1 63 0
2 61 0
1 63 6
2 61 6
1 63 12
2 61 12
1 63 18
2 61 18
1 63 24
2 61 24
1 63 30
2 61 30
1 63 36
2 61 36
1 63 42
2 61 42
1 63 48
2 61 48
1 63 54
2 61 54
1 63 60
2 61 60
1 63 66
2 61 66
1 63 72
2 61 72
1 63 78
2 61 78
1 63 84
2 61 84
1 63 90
2 61 90
1 63 96
2 61 96
1 63 102
2 61 102
1 63 108
2 61 108
1 63 114
2 61 114
1 69 0
2 67 0
1 69 6
2 67 6
1 69 12
2 67 12
1 69 18
2 67 18
1 69 24
2 67 24
1 69 30
2 67 30
1 69 36
2 67 36
1 69 42
2 67 42
1 69 48
2 67 48
1 69 54
2 67 54
1 69 60
2 67 60
1 69 66
2 67 66
1 69 72
2 67 72
1 69 78
2 67 78
1 69 84
2 67 84
1 69 90
2 67 90
1 69 96
2 67 96
1 69 102
2 67 102
1 69 108
2 67 108
1 69 114
2 67 114
1 75 0
2 73 0
1 75 6
2 73 6
1 75 12
2 73 12
1 75 18
2 73 18
1 75 24
2 73 24
1 75 30
2 73 30
1 75 36
2 73 36
1 75 42
2 73 42
1 75 48
2 73 48
1 75 54
2 73 54
1 75 60
2 73 60
1 75 66
2 73 66
1 75 72
2 73 72
1 75 78
2 73 78
1 75 84
2 73 84
1 75 90
2 73 90
1 75 96
2 73 96
1 75 102
2 73 102
1 75 108
2 73 108
1 75 114
2 73 114
1 81 0
2 79 0
1 81 6
2 79 6
1 81 12
2 79 12
1 81 18
2 79 18
1 81 24
2 79 24
1 81 30
2 79 30
1 81 36
2 79 36
1 81 42
2 79 42
1 81 48
2 79 48
1 81 54
2 79 54
1 81 60
2 79 60
1 81 66
2 79 66
1 81 72
2 79 72
1 81 78
2 79 78
1 81 84
2 79 84
1 81 90
2 79 90
1 81 96
2 79 96
1 81 102
2 79 102
1 81 108
2 79 108
1 81 114
2 79 114
1 87 0
2 85 0
1 87 6
2 85 6
1 87 12
2 85 12
1 87 18
2 85 18
1 87 24
2 85 24
1 87 30
2 85 30
1 87 36
2 85 36
1 87 42
2 85 42
1 87 48
2 85 48
1 87 54
2 85 54
1 87 60
2 85 60
1 87 66
2 85 66
1 87 72
2 85 72
1 87 78
2 85 78
1 87 84
2 85 84
1 87 90
2 85 90
1 87 96
2 85 96
1 87 102
2 85 102
1 87 108
2 85 108
1 87 114
2 85 114
1 93 0
2 91 0
1 93 6
2 91 6
1 93 12
2 91 12
1 93 18
2 91 18
1 93 24
2 91 24
1 93 30
2 91 30
1 93 36
2 91 36
1 93 42
2 91 42
1 93 48
2 91 48
1 93 54
2 91 54
1 93 60
2 91 60
1 93 66
2 91 66
1 93 72
2 91 72
1 93 78
2 91 78
1 93 84
2 91 84
1 93 90
2 91 90
1 93 96
2 91 96
1 93 102
2 91 102
1 93 108
2 91 108
1 93 114
2 91 114
1 99 0
2 97 0
1 99 6
2 97 6
1 99 12
2 97 12
1 99 18
2 97 18
1 99 24
2 97 24
1 99 30
2 97 30
1 99 36
2 97 36
1 99 42
2 97 42
1 99 48
2 97 48
1 99 54
2 97 54
1 99 60
2 97 60
1 99 66
2 97 66
1 99 72
2 97 72
1 99 78
2 97 78
1 99 84
2 97 84
1 99 90
2 97 90
1 99 96
2 97 96
1 99 102
2 97 102
1 99 108
2 97 108
1 99 114
2 97 114
1 105 0
2 103 0
1 105 6
2 103 6
1 105 12
2 103 12
1 105 18
2 103 18
1 105 24
2 103 24
1 105 30
2 103 30
1 105 36
2 103 36
1 105 42
2 103 42
1 105 48
2 103 48
1 105 54
2 103 54
1 105 60
2 103 60
1 105 66
2 103 66
1 105 72
2 103 72
1 105 78
2 103 78
1 105 84
2 103 84
1 105 90
2 103 90
1 105 96
2 103 96
1 105 102
2 103 102
1 105 108
2 103 108
1 105 114
2 103 114
1 111 0
2 109 0
1 111 6
2 109 6
1 111 12
2 109 12
1 111 18
2 109 18
1 111 24
2 109 24
1 111 30
2 109 30
1 111 36
2 109 36
1 111 42
2 109 42
1 111 48
2 109 48
1 111 54
2 109 54
1 111 60
2 109 60
1 111 66
2 109 66
1 111 72
2 109 72
1 111 78
2 109 78
1 111 84
2 109 84
1 111 90
2 109 90
1 111 96
2 109 96
1 111 102
2 109 102
1 111 108
2 109 108
1 111 114
2 109 114
1 117 0
2 115 0
1 117 6
2 115 6
1 117 12
2 115 12
1 117 18
2 115 18
1 117 24
2 115 24
1 117 30
2 115 30
1 117 36
2 115 36
1 117 42
2 115 42
1 117 48
2 115 48
1 117 54
2 115 54
1 117 60
2 115 60
1 117 66
2 115 66
1 117 72
2 115 72
1 117 78
2 115 78
1 117 84
2 115 84
1 117 90
2 115 90
1 117 96
2 115 96
1 117 102
2 115 102
1 117 108
2 115 108
1 117 114
2 115 114
1 2 5
0 0 0
1 2 11
0 0 6
1 2 17
0 0 12
1 2 23
0 0 18
1 2 29
0 0 24
1 2 35
0 0 30
1 2 41
0 0 36
1 2 47
0 0 42
1 2 53
0 0 48
1 2 59
0 0 54
1 2 65
0 0 60
1 2 71
0 0 66
1 2 77
0 0 72
1 2 83
0 0 78
1 2 89
0 0 84
1 2 95
0 0 90
1 2 101
0 0 96
1 2 107
0 0 102
1 2 113
0 0 108
1 2 119
0 0 114
1 8 5
0 6 0
1 8 11
0 6 6
1 8 17
0 6 12
1 8 23
0 6 18
1 8 29
0 6 24
1 8 35
0 6 30
1 8 41
0 6 36
1 8 47
0 6 42
1 8 53
0 6 48
1 8 59
0 6 54
1 8 65
0 6 60
1 8 71
0 6 66
1 8 77
0 6 72
1 8 83
0 6 78
1 8 89
0 6 84
1 8 95
0 6 90
1 8 101
0 6 96
1 8 107
0 6 102
1 8 113
0 6 108
1 8 119
0 6 114
1 14 5
0 12 0
1 14 11
0 12 6
1 14 17
0 12 12
1 14 23
0 12 18
1 14 29
0 12 24
1 14 35
0 12 30
1 14 41
0 12 36
1 14 47
0 12 42
1 14 53
0 12 48
1 14 59
0 12 54
1 14 65
0 12 60
1 14 71
0 12 66
1 14 77
0 12 72
1 14 83
0 12 78
1 14 89
0 12 84
1 14 95
0 12 90
1 14 101
0 12 96
1 14 107
0 12 102
1 14 113
0 12 108
1 14 119
0 12 114
1 20 5
0 18 0
1 20 11
0 18 6
1 20 17
0 18 12
1 20 23
0 18 18
1 20 29
0 18 24
1 20 35
0 18 30
1 20 41
0 18 36
1 20 47
0 18 42
1 20 53
0 18 48
1 20 59
0 18 54
1 20 65
0 18 60
1 20 71
0 18 66
1 20 77
0 18 72
1 20 83
0 18 78
1 20 89
0 18 84
1 20 95
0 18 90
1 20 101
0 18 96
1 20 107
0 18 102
1 20 113
0 18 108
1 20 119
0 18 114
1 26 5
0 24 0
1 26 11
0 24 6
1 26 17
0 24 12
1 26 23
0 24 18
1 26 29
0 24 24
1 26 35
0 24 30
1 26 41
0 24 36
1 26 47
0 24 42
1 26 53
0 24 48
1 26 59
0 24 54
1 26 65
0 24 60
1 26 71
0 24 66
1 26 77
0 24 72
1 26 83
0 24 78
1 26 89
0 24 84
1 26 95
0 24 90
1 26 101
0 24 96
1 26 107
0 24 102
1 26 113
0 24 108
1 26 119
0 24 114
1 32 5
0 30 0
1 32 11
0 30 6
1 32 17
0 30 12
1 32 23
0 30 18
1 32 29
0 30 24
1 32 35
0 30 30
1 32 41
0 30 36
1 32 47
0 30 42
1 32 53
0 30 48
1 32 59
0 30 54
1 32 65
0 30 60
1 32 71
0 30 66
1 32 77
0 30 72
1 32 83
0 30 78
1 32 89
0 30 84
1 32 95
0 30 90
1 32 101
0 30 96
1 32 107
0 30 102
1 32 113
0 30 108
1 32 119
0 30 114
1 38 5
0 36 0
1 38 11
0 36 6
1 38 17
0 36 12
1 38 23
0 36 18
1 38 29
0 36 24
1 38 35
0 36 30
1 38 41
0 36 36
1 38 47
0 36 42
1 38 53
0 36 48
1 38 59
0 36 54
1 38 65
0 36 60
1 38 71
0 36 66
1 38 77
0 36 72
1 38 83
0 36 78
1 38 89
0 36 84
1 38 95
0 36 90
1 38 101
0 36 96
1 38 107
0 36 102
1 38 113
0 36 108
1 38 119
0 36 114
1 44 5
0 42 0
1 44 11
0 42 6
1 44 17
0 42 12
1 44 23
0 42 18
1 44 29
0 42 24
1 44 35
0 42 30
1 44 41
0 42 36
1 44 47
0 42 42
1 44 53
0 42 48
1 44 59
0 42 54
1 44 65
0 42 60
1 44 71
0 42 66
1 44 77
0 42 72
1 44 83
0 42 78
1 44 89
0 42 84
1 44 95
0 42 90
1 44 101
0 42 96
1 44 107
0 42 102
1 44 113
0 42 108
1 44 119
0 42 114
1 50 5
0 48 0
1 50 11
0 48 6
1 50 17
0 48 12
1 50 23
0 48 18
1 50 29
0 48 24
1 50 35
0 48 30
1 50 41
0 48 36
1 50 47
0 48 42
1 50 53
0 48 48
1 50 59
0 48 54
1 50 65
0 48 60
1 50 71
0 48 66
1 50 77
0 48 72
1 50 83
0 48 78
1 50 89
0 48 84
1 50 95
0 48 90
1 50 101
0 48 96
1 50 107
0 48 102
1 50 113
0 48 108
1 50 119
0 48 114
1 56 5
0 54 0
1 56 11
0 54 6
1 56 17
0 54 12
1 56 23
0 54 18
1 56 29
0 54 24
1 56 35
0 54 30
1 56 41
0 54 36
1 56 47
0 54 42
1 56 53
0 54 48
1 56 59
0 54 54
1 56 65
0 54 60
1 56 71
0 54 66
1 56 77
0 54 72
1 56 83
0 54 78
1 56 89
0 54 84
1 56 95
0 54 90
1 56 101
0 54 96
1 56 107
0 54 102
1 56 113
0 54 108
1 56 119
0 54 114
1 62 5
0 60 0
1 62 11
0 60 6
1 62 17
0 60 12
1 62 23
0 60 18
1 62 29
0 60 24
1 62 35
0 60 30
1 62 41
0 60 36
1 62 47
0 60 42
1 62 53
0 60 48
1 62 59
0 60 54
1 62 65
0 60 60
1 62 71
0 60 66
1 62 77
0 60 72
1 62 83
0 60 78
1 62 89
0 60 84
1 62 95
0 60 90
1 62 101
0 60 96
1 62 107
0 60 102
1 62 113
0 60 108
1 62 119
0 60 114
1 68 5
0 66 0
1 68 11
0 66 6
1 68 17
0 66 12
1 68 23
0 66 18
1 68 29
0 66 24
1 68 35
0 66 30
1 68 41
0 66 36
1 68 47
0 66 42
1 68 53
0 66 48
1 68 59
0 66 54
1 68 65
0 66 60
1 68 71
0 66 66
1 68 77
0 66 72
1 68 83
0 66 78
1 68 89
0 66 84
1 68 95
0 66 90
1 68 101
0 66 96
1 68 107
0 66 102
1 68 113
0 66 108
1 68 119
0 66 114
1 74 5
0 72 0
1 74 11
0 72 6
1 74 17
0 72 12
1 74 23
0 72 18
1 74 29
0 72 24
1 74 35
0 72 30
1 74 41
0 72 36
1 74 47
0 72 42
1 74 53
0 72 48
1 74 59
0 72 54
1 74 65
0 72 60
1 74 71
0 72 66
1 74 77
0 72 72
1 74 83
0 72 78
1 74 89
0 72 84
1 74 95
0 72 90
1 74 101
0 72 96
1 74 107
0 72 102
1 74 113
0 72 108
1 74 119
0 72 114
1 80 5
0 78 0
1 80 11
0 78 6
1 80 17
0 78 12
1 80 23
0 78 18
1 80 29
0 78 24
1 80 35
0 78 30
1 80 41
0 78 36
1 80 47
0 78 42
1 80 53
0 78 48
1 80 59
0 78 54
1 80 65
0 78 60
1 80 71
0 78 66
1 80 77
0 78 72
1 80 83
0 78 78
1 80 89
0 78 84
1 80 95
0 78 90
1 80 101
0 78 96
1 80 107
0 78 102
1 80 113
0 78 108
1 80 119
0 78 114
1 86 5
0 84 0
1 86 11
0 84 6
1 86 17
0 84 12
1 86 23
0 84 18
1 86 29
0 84 24
1 86 35
0 84 30
1 86 41
0 84 36
1 86 47
0 84 42
1 86 53
0 84 48
1 86 59
0 84 54
1 86 65
0 84 60
1 86 71
0 84 66
1 86 77
0 84 72
1 86 83
0 84 78
1 86 89
0 84 84
1 86 95
0 84 90
1 86 101
0 84 96
1 86 107
0 84 102
1 86 113
0 84 108
1 86 119
0 84 114
1 92 5
0 90 0
1 92 11
0 90 6
1 92 17
0 90 12
1 92 23
0 90 18
1 92 29
0 90 24
1 92 35
0 90 30
1 92 41
0 90 36
1 92 47
0 90 42
1 92 53
0 90 48
1 92 59
0 90 54
1 92 65
0 90 60
1 92 71
0 90 66
1 92 77
0 90 72
1 92 83
0 90 78
1 92 89
0 90 84
1 92 95
0 90 90
1 92 101
0 90 96
1 92 107
0 90 102
1 92 113
0 90 108
1 92 119
0 90 114
1 98 5
0 96 0
1 98 11
0 96 6
1 98 17
0 96 12
1 98 23
0 96 18
1 98 29
0 96 24
1 98 35
0 96 30
1 98 41
0 96 36
1 98 47
0 96 42
1 98 53
0 96 48
1 98 59
0 96 54
1 98 65
0 96 60
1 98 71
0 96 66
1 98 77
0 96 72
1 98 83
0 96 78
1 98 89
0 96 84
1 98 95
0 96 90
1 98 101
0 96 96
1 98 107
0 96 102
1 98 113
0 96 108
1 98 119
0 96 114
1 104 5
0 102 0
1 104 11
0 102 6
1 104 17
0 102 12
1 104 23
0 102 18
1 104 29
0 102 24
1 104 35
0 102 30
1 104 41
0 102 36
1 104 47
0 102 42
1 104 53
0 102 48
1 104 59
0 102 54
1 104 65
0 102 60
1 104 71
0 102 66
1 104 77
0 102 72
1 104 83
0 102 78
1 104 89
0 102 84
1 104 95
0 102 90
1 104 101
0 102 96
1 104 107
0 102 102
1 104 113
0 102 108
1 104 119
0 102 114
1 110 5
0 108 0
1 110 11
0 108 6
1 110 17
0 108 12
1 110 23
0 108 18
1 110 29
0 108 24
1 110 35
0 108 30
1 110 41
0 108 36
1 110 47
0 108 42
1 110 53
0 108 48
1 110 59
0 108 54
1 110 65
0 108 60
1 110 71
0 108 66
1 110 77
0 108 72
1 110 83
0 108 78
1 110 89
0 108 84
1 110 95
0 108 90
1 110 101
0 108 96
1 110 107
0 108 102
1 110 113
0 108 108
1 110 119
0 108 114
1 116 5
0 114 0
1 116 11
0 114 6
1 116 17
0 114 12
1 116 23
0 114 18
1 116 29
0 114 24
1 116 35
0 114 30
1 116 41
0 114 36
1 116 47
0 114 42
1 116 53
0 114 48
1 116 59
0 114 54
1 116 65
0 114 60
1 116 71
0 114 66
1 116 77
0 114 72
1 116 83
0 114 78
1 116 89
0 114 84
1 116 95
0 114 90
1 116 101
0 114 96
1 116 107
0 114 102
1 116 113
0 114 108
1 116 119
0 114 114
0 2 1
0 0 4
0 2 7
0 0 10
0 2 13
0 0 16
0 2 19
0 0 22
0 2 25
0 0 28
0 2 31
0 0 34
0 2 37
0 0 40
0 2 43
0 0 46
0 2 49
0 0 52
0 2 55
0 0 58
0 2 61
0 0 64
0 2 67
0 0 70
0 2 73
0 0 76
0 2 79
0 0 82
0 2 85
0 0 88
0 2 91
0 0 94
0 2 97
0 0 100
0 2 103
0 0 106
0 2 109
0 0 112
0 2 115
0 0 118
0 8 1
0 6 4
0 8 7
0 6 10
0 8 13
0 6 16
0 8 19
0 6 22
0 8 25
0 6 28
0 8 31
0 6 34
0 8 37
0 6 40
0 8 43
0 6 46
0 8 49
0 6 52
0 8 55
0 6 58
0 8 61
0 6 64
0 8 67
0 6 70
0 8 73
0 6 76
0 8 79
0 6 82
0 8 85
0 6 88
0 8 91
0 6 94
0 8 97
0 6 100
0 8 103
0 6 106
0 8 109
0 6 112
0 8 115
0 6 118
0 14 1
0 12 4
0 14 7
0 12 10
0 14 13
0 12 16
0 14 19
0 12 22
0 14 25
0 12 28
0 14 31
0 12 34
0 14 37
0 12 40
0 14 43
0 12 46
0 14 49
0 12 52
0 14 55
0 12 58
0 14 61
0 12 64
0 14 67
0 12 70
0 14 73
0 12 76
0 14 79
0 12 82
0 14 85
0 12 88
0 14 91
0 12 94
0 14 97
0 12 100
0 14 103
0 12 106
0 14 109
0 12 112
0 14 115
0 12 118
0 20 1
0 18 4
0 20 7
0 18 10
0 20 13
0 18 16
0 20 19
0 18 22
0 20 25
0 18 28
0 20 31
0 18 34
0 20 37
0 18 40
0 20 43
0 18 46
0 20 49
0 18 52
0 20 55
0 18 58
0 20 61
0 18 64
0 20 67
0 18 70
0 20 73
0 18 76
0 20 79
0 18 82
0 20 85
0 18 88
0 20 91
0 18 94
0 20 97
0 18 100
0 20 103
0 18 106
0 20 109
0 18 112
0 20 115
0 18 118
0 26 1
0 24 4
0 26 7
0 24 10
0 26 13
0 24 16
0 26 19
0 24 22
0 26 25
0 24 28
0 26 31
0 24 34
0 26 37
0 24 40
0 26 43
0 24 46
0 26 49
0 24 52
0 26 55
0 24 58
0 26 61
0 24 64
0 26 67
0 24 70
0 26 73
0 24 76
0 26 79
0 24 82
0 26 85
0 24 88
0 26 91
0 24 94
0 26 97
0 24 100
0 26 103
0 24 106
0 26 109
0 24 112
0 26 115
0 24 118
0 32 1
0 30 4
0 32 7
0 30 10
0 32 13
0 30 16
0 32 19
0 30 22
0 32 25
0 30 28
0 32 31
0 30 34
0 32 37
0 30 40
0 32 43
0 30 46
0 32 49
0 30 52
0 32 55
0 30 58
0 32 61
0 30 64
0 32 67
0 30 70
0 32 73
0 30 76
0 32 79
0 30 82
0 32 85
0 30 88
0 32 91
0 30 94
0 32 97
0 30 100
0 32 103
0 30 106
0 32 109
0 30 112
0 32 115
0 30 118
0 38 1
0 36 4
0 38 7
0 36 10
0 38 13
0 36 16
0 38 19
0 36 22
0 38 25
0 36 28
0 38 31
0 36 34
0 38 37
0 36 40
0 38 43
0 36 46
0 38 49
0 36 52
0 38 55
0 36 58
0 38 61
0 36 64
0 38 67
0 36 70
0 38 73
0 36 76
0 38 79
0 36 82
0 38 85
0 36 88
0 38 91
0 36 94
0 38 97
0 36 100
0 38 103
0 36 106
0 38 109
0 36 112
0 38 115
0 36 118
0 44 1
0 42 4
0 44 7
0 42 10
0 44 13
0 42 16
0 44 19
0 42 22
0 44 25
0 42 28
0 44 31
0 42 34
0 44 37
0 42 40
0 44 43
0 42 46
0 44 49
0 42 52
0 44 55
0 42 58
0 44 61
0 42 64
0 44 67
0 42 70
0 44 73
0 42 76
0 44 79
0 42 82
0 44 85
0 42 88
0 44 91
0 42 94
0 44 97
0 42 100
0 44 103
0 42 106
0 44 109
0 42 112
0 44 115
0 42 118
0 50 1
0 48 4
0 50 7
0 48 10
0 50 13
0 48 16
0 50 19
0 48 22
0 50 25
0 48 28
0 50 31
0 48 34
